a,b,x1,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142,label
64.56083679,98.84364319,-189.1370239,1,5,3,6,0,0,1,4,1,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,3,0,
-37.21988678,88.25518799,182.4980164,1,2,1,4,0,0,1,4,2,4,4,0,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92.25022888,41.4861908,-32.68690491,1,3,1,1,0,0,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,3,2,2,2,
-87.16836548,94.25674438,148.2972717,1,5,1,4,0,0,2,3,1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3,0,4,1,5,2,
-50.8325386,10.03863525,-19.23912048,1,3,2,5,0,0,1,2,1,3,2,0,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
95.57400513,25.61251831,97.88760376,1,5,2,2,0,0,1,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
-82.75900269,71.93197632,126.2936096,1,1,0,1,0,0,1,0,2,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,
-80.81002808,-12.50965881,-20.77268982,1,3,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.37741852,80.73101807,87.5194397,1,3,2,4,0,0,1,4,0,2,1,1,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84.23736572,62.53262329,196.8943481,2,4,2,4,0,0,0,4,4,3,2,0,2,3,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
24.80326843,89.75627136,111.9631653,1,2,1,3,0,0,2,2,1,2,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
-81.63223267,-7.904014587,-7.857192993,1,2,1,2,0,0,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,2,1,0,0,0,
-10.45960999,24.81765747,-91.02683258,2,4,1,3,0,0,2,3,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,
51.00753784,68.50865173,120.4490051,1,2,1,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
-83.31443024,99.60389709,31.97967529,1,5,2,6,0,0,2,5,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
-83.55683899,93.96066284,-39.2142334,1,2,1,2,0,0,2,1,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,1,1,
10.06452942,92.66294861,137.7405701,1,2,1,2,0,0,1,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,
-15.30274963,97.86485291,-16.83215332,1,2,1,3,0,0,2,2,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
32.17144775,20.51141357,83.86465454,1,3,0,1,0,1,1,2,2,2,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
97.48760986,69.55000305,186.1983032,1,4,1,2,0,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,3,1,3,1,
-75.02031708,26.52191925,92.39358521,2,2,2,1,0,0,1,3,0,1,3,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,
-72.15016937,42.49194336,-39.75057983,1,3,1,3,0,0,1,4,1,5,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,
47.90565491,99.39135742,182.4375305,1,2,0,5,0,0,1,3,3,2,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,3,0,5,1,4,1,
98.73738098,-59.10470581,30.10668945,2,6,3,6,0,0,1,5,1,4,1,1,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-49.6125946,85.80871582,-59.10974121,1,5,1,3,0,0,0,5,2,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,2,0,
-13.72013092,-31.48233795,-107.1501465,1,2,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,
-45.33408737,-21.65175629,105.7911072,1,3,2,2,0,0,2,2,0,3,3,0,4,2,2,1,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
-63.49757385,71.78318787,88.54779053,1,2,1,2,0,0,1,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,1,2,0,1,1,1,
-1.164283752,-77.96195221,187.0341187,1,5,1,3,0,0,1,4,3,3,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
30.09223938,92.21279907,-81.22309113,1,3,1,5,0,0,1,2,0,3,2,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
-57.80072021,60.36860657,126.4199829,2,3,2,3,0,0,2,3,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,
25.64491272,57.70860291,-160.6578674,1,3,2,4,0,0,1,3,1,3,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-42.540802,91.41807556,-171.5630646,1,3,1,4,0,0,0,6,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,
-6.506896973,94.90174866,-99.54573822,1,3,1,3,0,0,1,4,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,
80.47749329,72.63526917,58.92520142,1,2,1,4,0,0,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,0,
91.89463806,96.35339355,-55.17802429,0,3,1,5,0,0,1,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,0,2,0,
31.53257751,-97.0430603,149.2896118,1,3,0,3,0,0,1,3,3,3,4,1,2,2,2,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.881225586,38.12434387,-163.9218903,0,2,1,2,0,0,2,1,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,2,0,
-9.076553345,95.06451416,-141.0185242,1,2,0,6,0,0,0,3,5,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,
-59.88303375,-98.30978394,-192.8327026,1,3,1,5,0,0,1,2,3,2,2,0,2,2,3,0,2,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,5,1,4,4,
-55.1194725,7.921791077,14.6209259,2,2,2,4,0,0,1,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
51.52139282,-69.76731873,185.4268494,1,6,2,4,0,0,1,5,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95.47883606,8.830055237,134.2415466,1,2,0,4,0,0,2,3,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,
-67.4050293,87.89025879,-196.5486145,0,4,0,3,0,0,2,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,1,3,1,3,1,
-51.34032822,32.39628601,12.29393005,1,2,0,2,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87.85566711,23.01932526,82.41812134,1,3,1,2,0,0,1,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,3,1,
35.92318726,97.13079834,-132.2634277,1,4,1,3,0,0,1,3,0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,4,2,2,1,3,1,
-16.80382538,-52.14822769,-179.8285065,2,3,1,5,0,0,2,2,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,
-64.64300537,9.302330017,-130.065155,1,2,1,3,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
-50.47789383,30.13313293,-104.4337616,1,2,1,4,0,0,1,3,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,
-81.16635895,58.19158936,178.234375,1,3,0,4,0,0,0,2,2,3,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,0,3,1,2,1,
54.56611633,-83.07510376,-118.8560867,0,3,1,2,0,0,1,3,1,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,
90.78465271,-48.46966171,-61.21757507,1,3,1,3,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,
-76.31404114,-54.93241501,-179.4556122,1,3,1,4,0,0,1,2,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71.37121582,-79.54519653,110.8171997,1,2,1,2,1,0,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,1,0,0,2,0,
21.43628693,83.67288208,-3.867965698,1,3,1,6,0,0,1,3,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-82.39913177,-0.609100342,-71.18817139,0,3,1,3,0,0,1,2,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,
-88.83049011,99.3734436,190.9178162,1,3,1,4,1,0,1,3,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0,1,0,
5.14994812,-39.03697205,-10.48316956,1,3,1,6,0,0,1,3,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28.38899231,-97.2244873,140.0348511,1,3,2,2,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-20.09915161,-59.01805115,22.48394775,1,3,1,3,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31.10569763,99.00645447,124.2159424,1,3,1,5,0,0,0,5,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,
23.83380127,49.36633301,106.8676758,1,4,1,7,0,0,1,4,2,4,1,2,0,1,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,
31.15132141,-65.75888062,78.58770752,1,2,1,1,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
46.44415283,77.50260925,-39.81788635,1,4,2,2,0,0,1,3,0,4,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,
93.46876526,-8.007583618,145.0296021,1,4,2,3,0,0,1,3,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60.24198914,6.927070618,-91.07379913,1,3,1,3,0,0,1,3,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,1,3,1,
-51.57424164,-28.14254761,167.3443909,1,3,1,1,0,0,2,2,4,3,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,
21.96370697,18.43170166,-167.3128815,1,1,1,3,0,0,0,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
-25.38263702,-10.33145142,16.35754395,1,2,0,2,0,0,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,
-21.47478485,72.77107239,-181.1996155,2,2,1,3,0,0,1,4,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,
-30.27714539,93.62055969,-41.6625061,1,4,1,3,0,0,2,2,1,2,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,
-72.13729858,11.149086,-183.6651917,0,2,1,2,0,0,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,2,1,
-91.11829376,98.0635376,2.61265564,1,1,1,4,0,0,1,3,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
47.93911743,-80.83009338,-150.8121033,1,3,2,4,0,0,0,3,1,3,2,6,1,0,1,1,0,1,2,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,2,0,
65.86685181,-82.56800842,183.5679626,1,2,1,1,0,0,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0,
-31.41589355,54.14201355,-117.047226,1,3,1,4,0,0,2,2,1,2,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,
-73.34117126,96.94252014,119.0232239,2,5,2,6,0,0,1,4,5,3,0,0,1,1,4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58.21377563,6.88218689,1.594955444,1,4,1,3,0,0,2,3,1,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,4,0,0,0,0,
48.60546875,88.02819824,-21.86712646,2,4,2,5,0,0,2,3,1,3,1,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,
-64.41500854,98.94470215,-140.3417969,1,3,1,3,0,0,0,3,1,4,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,3,0,
-88.11463928,66.64698792,-125.5358963,1,3,1,6,0,0,1,4,2,1,1,3,0,0,0,0,1,1,7,1,1,1,1,0,1,0,0,0,1,2,2,0,1,1,0,0,0,0,
-62.70054626,98.12608337,122.8948669,1,2,0,3,0,0,1,3,3,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,
5.86630249,-39.44824982,-7.737060547,1,4,2,2,0,0,1,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,
18.30287933,94.33403015,165.2142639,1,3,1,3,0,0,1,3,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-8.241096497,62.20767212,176.9913635,1,1,1,4,1,0,3,3,1,1,1,0,2,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,
88.44702148,97.29443359,107.6655884,0,3,1,6,0,0,2,3,0,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,3,0,
-30.45265961,-51.44976807,65.94818115,1,3,1,3,0,0,1,2,2,3,2,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-67.70749664,-11.87680054,-108.0701218,1,4,1,2,0,0,1,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-39.8307724,14.98652649,79.35675049,2,4,2,4,0,0,1,3,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-84.27609253,22.88228607,-99.7875824,2,3,1,4,0,0,1,4,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,
64.56083679,98.84364319,-189.1370239,1,5,3,6,0,0,1,4,1,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,3,0,
92.25022888,41.4861908,-32.68690491,1,3,1,1,0,0,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,3,2,2,2,
-87.16836548,94.25674438,148.2972717,1,5,1,4,0,0,2,3,1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3,0,4,1,5,2,
-75.02031708,26.52191925,92.39358521,2,2,2,1,0,0,1,3,0,1,3,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,
98.73738098,-59.10470581,30.10668945,2,6,3,6,0,0,1,5,1,4,1,1,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-59.88303375,-98.30978394,-192.8327026,1,3,1,5,0,0,1,2,3,2,2,0,2,2,3,0,2,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,5,1,4,4,
58.21377563,6.88218689,1.594955444,1,4,1,3,0,0,2,3,1,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,4,0,0,0,0,
48.60546875,88.02819824,-21.86712646,2,4,2,5,0,0,2,3,1,3,1,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-39.8307724,14.98652649,79.35675049,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,9.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-84.27609253,22.88228607,-99.7875824,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5,
64.56083679,98.84364319,-189.1370239,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5,
92.25022888,41.4861908,-32.68690491,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-87.16836548,94.25674438,148.2972717,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,7.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-75.02031708,26.52191925,92.39358521,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,8.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
98.73738098,-59.10470581,30.10668945,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
-59.88303375,-98.30978394,-192.8327026,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
58.21377563,6.88218689,1.594955444,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
48.60546875,88.02819824,-21.86712646,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
