,,,b391,b392,b393,b394,b395,b396,b397,b398,b399,b400,b401,b402,b403,b404,b405,b406,b407,b408,b409,b410,b411,b412,b413,b414,b415,b416,b417,b418,b419,b420,b421,b422,b423,b424,b425,b426,b427,b428,b429,b430,b431,b432,b433,b434,b435,b436,b437,b438,b439,b440,b441,b442,b443,b444,b445,b446,b447,b448,,,,,,,,,b457
-63.32054138,-73.0430069,-129.6887665,1,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,2,1,0,1,1,3,0,0,2,2,0,0,3,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,2,1,0,0,0,0,4,1,1,4,0,0,0,0,,,,,,,,,
-74.27845764,-97.23458099,-191.8328857,2,1,2,1,2,3,0,0,1,3,0,0,2,2,0,0,2,3,0,0,1,1,0,0,1,3,0,0,2,2,0,0,0,0,0,2,1,2,2,1,2,2,0,0,2,2,0,0,1,0,0,2,0,0,0,0,2,2,,,,,,,,,
-81.70205688,48.67605591,26.07235718,2,1,2,1,2,1,0,0,1,2,0,0,2,2,0,0,2,2,0,0,1,2,0,0,2,3,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,1,3,0,1,0,0,1,1,,,,,,,,,
-76.21076965,-72.04296112,-194.247467,2,2,2,1,1,1,0,0,2,2,0,0,2,2,0,0,0,1,0,0,2,3,0,0,2,2,0,0,2,2,0,1,0,0,1,1,2,1,2,1,2,1,0,0,1,2,0,0,0,0,3,2,0,0,0,0,2,0,,,,,,,,,
-47.95540619,-45.57096481,81.93572998,3,1,2,1,1,2,0,0,1,2,0,0,2,1,0,1,2,1,1,1,1,2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,3,3,2,1,1,1,1,1,,,,,,,,,
72.18580627,-56.03748703,152.9730835,3,1,1,1,1,1,0,0,1,2,0,0,2,1,0,0,2,1,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,1,1,0,1,0,2,2,2,1,0,1,1,1,,,,,,,,,
23.23157501,-90.77397156,197.4118652,3,1,3,1,1,3,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,1,0,0,1,2,0,0,2,1,0,0,0,0,1,2,1,1,2,1,2,1,0,0,1,2,0,0,0,0,1,3,0,0,0,0,2,1,,,,,,,,,
-39.433815,83.40847778,-144.8654633,2,1,2,2,2,1,1,0,2,2,0,0,3,1,0,1,1,2,0,0,2,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,3,1,1,1,1,0,0,0,1,3,0,0,0,0,2,3,0,0,0,0,2,0,,,,,,,,,
-54.62266922,-97.52471924,-134.94487,3,2,3,0,0,1,0,0,3,2,0,1,3,1,1,1,2,1,2,2,2,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,1,1,0,3,1,1,2,1,1,0,1,0,1,,,,,,,,,
-97.42662048,-86.91118622,-150.109375,1,1,3,1,1,2,0,0,1,1,0,0,3,2,2,4,1,1,1,2,2,2,0,0,1,2,0,0,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,0,0,0,3,1,1,0,4,2,1,1,,,,,,,,,
57.88180542,-97.77078247,-1.07460022,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,2,2,1,2,0,1,1,0,0,1,1,0,0,0,0,2,3,0,0,1,0,3,3,,,,,,,,,
-79.49185181,-10.12128448,-9.375183105,2,2,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,1,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,1,1,2,1,0,1,0,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,
-78.37268066,-83.6759491,172.8171387,2,1,3,2,2,2,0,0,1,2,0,0,3,1,1,0,2,3,1,2,1,3,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,1,2,1,3,0,0,1,0,,,,,,,,,
-11.12974548,-41.11929703,-95.5622406,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,2,2,1,2,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,1,1,2,2,3,,,,,,,,,
-68.52458954,-91.29930878,83.11843872,2,1,2,1,1,2,0,0,1,2,0,0,1,2,0,0,3,1,1,2,1,3,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,1,2,3,1,2,1,2,1,3,1,2,4,0,0,0,0,,,,,,,,,
-16.01977539,72.35731506,171.7990417,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,2,0,0,1,3,0,0,2,1,0,0,0,0,1,2,2,1,2,1,2,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2,1,,,,,,,,,
-18.22988892,-31.59057617,-178.5771942,1,1,2,1,0,2,0,0,1,1,0,0,2,1,1,1,1,1,1,1,1,2,0,0,1,2,1,0,3,1,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,3,0,0,0,0,3,1,1,2,0,0,0,0,,,,,,,,,
17.33436584,-98.87728882,134.9446716,2,1,2,0,1,2,0,1,1,2,0,0,2,1,0,0,1,2,0,0,1,1,0,0,1,3,0,0,2,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,1,1,,,,,,,,,
44.25564575,-96.30171967,-134.6091614,3,0,2,1,2,3,0,0,1,2,0,0,2,1,0,0,3,1,1,2,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,1,0,0,0,1,1,1,2,0,1,1,0,1,2,1,1,0,0,0,0,,,,,,,,,
72.32167053,-33.69229126,145.4744263,2,1,2,1,1,3,0,0,0,2,0,0,2,1,0,0,1,2,0,0,1,1,0,0,1,2,0,0,3,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,,,,,,,,,
-98.13653564,-84.11396027,-146.302063,2,1,1,1,1,1,1,1,1,2,1,0,2,2,0,0,1,2,0,2,1,2,0,0,1,2,0,0,3,2,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,3,0,0,0,0,2,3,0,1,1,0,1,1,,,,,,,,,
-58.60430527,-53.46962357,-85.70282745,2,1,2,1,1,1,0,0,1,2,0,0,2,1,0,0,1,1,0,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,1,0,0,0,0,,,,,,,,,
43.50213623,-93.49914551,70.06118774,3,1,2,1,2,2,0,0,1,2,0,0,3,1,0,0,2,1,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,1,2,2,1,0,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,
-55.49948883,-10.56181335,118.2207642,2,1,3,1,1,1,0,0,1,2,0,0,3,1,0,0,2,2,2,4,3,2,0,1,1,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,2,2,1,2,1,3,1,3,2,1,2,1,1,,,,,,,,,
-60.39028168,39.85986328,-191.4660339,1,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,2,2,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,2,0,0,1,0,,,,,,,,,
35.42176819,-89.79505157,193.7210083,2,2,2,1,1,1,0,0,2,2,0,1,2,1,0,0,1,0,1,3,1,4,1,0,3,3,0,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,2,7,3,0,6,4,5,4,3,1,3,2,2,2,0,0,,,,,,,,,
-53.98919678,8.241020203,-32.87420654,2,2,3,1,1,2,0,0,1,2,0,0,2,1,0,0,1,1,0,0,1,3,0,0,2,3,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,1,1,1,,,,,,,,,
-27.38025665,-6.447746277,199.3707581,2,1,2,3,2,3,0,0,1,2,1,0,2,1,1,1,3,2,2,1,1,2,1,0,1,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,3,0,0,0,0,,,,,,,,,
63.79925537,-75.64274597,114.5250244,3,1,2,1,1,2,1,1,1,3,0,0,3,1,0,0,3,2,2,1,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,,,,,,,,,
-99.04753113,-99.37006378,-75.70853424,2,1,3,1,1,2,0,1,1,2,0,0,3,1,1,2,1,2,1,1,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,2,1,3,0,4,4,1,3,,,,,,,,,
-47.17700577,-67.6456604,-115.1787491,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,2,3,1,2,1,2,1,1,1,1,2,1,1,1,0,1,1,0,0,0,0,1,1,,,,,,,,,
-71.70866394,-43.50959778,-129.7921143,2,1,2,1,1,2,0,1,1,2,0,0,2,1,1,2,1,1,1,1,1,2,0,0,1,2,1,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,1,1,0,0,0,3,2,2,1,1,0,0,0,,,,,,,,,
-12.74276733,24.91306305,-154.3864899,1,2,1,0,0,1,0,0,3,3,0,1,4,2,0,2,2,0,1,3,1,3,1,0,3,4,1,0,3,3,0,1,0,0,0,0,0,5,0,0,0,0,0,2,1,1,0,0,0,1,4,1,2,4,0,0,0,0,,,,,,,,,
-81.89758301,-69.92633057,-97.33130646,3,0,2,1,2,3,1,0,1,2,0,0,2,2,0,0,3,2,1,2,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,3,3,1,1,0,0,1,1,,,,,,,,,
-45.42764282,68.78059387,-145.6663971,2,0,1,1,1,2,0,0,1,2,0,0,2,1,0,0,3,2,1,2,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,2,1,1,1,1,1,0,1,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,,
54.69271851,-96.31454468,51.79393005,1,1,2,1,0,3,0,0,1,2,0,0,2,1,0,0,1,1,1,2,1,1,0,0,1,2,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,1,1,1,2,1,0,0,1,1,1,1,0,0,,,,,,,,,
28.99813843,-79.82752228,-186.6307831,2,2,2,1,2,1,0,0,2,2,0,1,2,2,0,0,1,0,0,0,1,3,0,0,2,3,0,0,2,1,0,0,0,0,1,1,2,2,2,1,2,1,0,1,1,1,1,0,0,0,4,3,1,2,0,0,0,1,,,,,,,,,
-52.61626434,24.27003479,-191.0687866,2,1,2,2,3,2,0,0,2,2,1,0,2,1,0,0,2,1,0,0,1,4,0,0,2,2,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,1,2,0,2,0,0,0,0,,,,,,,,,
89.77532959,-56.23987198,-165.5369873,2,1,2,1,1,3,0,0,1,2,0,0,1,1,0,0,2,1,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,1,0,0,1,1,,,,,,,,,
-93.80140686,-68.15533447,-75.76728821,3,1,2,1,1,2,1,1,2,2,0,0,3,1,0,0,2,2,1,4,2,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,1,0,0,2,2,1,1,1,1,1,1,,,,,,,,,
-99.24152374,-76.91314697,196.9121399,2,3,3,0,1,1,0,0,2,2,0,1,3,1,0,0,0,0,0,2,2,2,1,0,2,3,0,0,2,1,0,1,0,0,0,0,1,3,0,0,0,0,2,5,2,1,5,1,3,2,2,1,1,1,1,2,0,1,,,,,,,,,
88.96907043,-8.023292542,126.3973389,2,1,2,1,0,2,0,0,1,2,0,0,2,0,0,0,1,2,0,0,1,2,0,0,1,3,0,0,2,1,0,0,0,0,1,2,2,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,1,1,1,1,2,,,,,,,,,
67.65499878,-99.24249268,-58.77845764,2,1,3,1,1,4,0,0,0,2,0,0,2,1,0,0,2,1,1,1,1,1,0,0,1,3,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,1,1,0,2,1,1,1,0,1,,,,,,,,,
21.59817505,-6.637519836,53.50273132,2,2,2,0,1,1,0,0,1,2,0,0,2,1,0,0,1,0,1,2,1,2,0,0,2,3,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,1,0,0,1,2,0,2,1,1,2,0,1,,,,,,,,,
76.96105957,13.09481812,-20.53543091,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,1,0,0,1,2,0,0,2,1,0,0,0,0,1,2,1,1,2,1,2,1,0,0,1,2,0,0,0,0,1,2,0,1,0,0,2,1,,,,,,,,,
-91.74388123,91.13145447,-192.1928406,2,1,2,1,2,2,1,1,1,2,0,0,2,1,0,0,2,2,1,1,1,2,0,0,1,1,0,0,2,1,0,0,0,0,1,2,2,1,2,1,2,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,
-27.89357758,-60.59622192,-179.5603638,2,0,1,1,2,2,1,0,1,1,0,0,2,2,0,0,2,2,1,1,1,3,0,0,1,1,0,0,2,1,0,0,0,0,1,1,4,1,1,1,2,0,0,0,1,3,0,1,0,0,2,2,0,0,0,0,2,1,,,,,,,,,
18.64769745,-99.16387939,170.7709351,2,0,3,1,1,3,0,0,1,2,0,0,2,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,2,1,0,0,0,0,0,3,3,1,4,2,3,1,0,0,1,3,0,0,0,0,1,3,0,0,0,0,3,3,,,,,,,,,
-92.39508057,-89.70091248,-164.4993439,1,2,2,1,1,2,0,0,1,2,0,0,2,1,0,0,2,1,1,1,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,3,2,0,0,1,1,1,0,1,4,0,0,0,0,,,,,,,,,
26.03840637,-69.29079437,-187.082901,2,1,2,1,1,1,0,0,1,2,0,0,2,1,0,0,2,1,2,3,1,3,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,1,1,0,0,2,0,1,1,0,0,0,0,,,,,,,,,
9.559539795,74.35820007,141.0160828,2,1,3,1,0,3,0,0,0,2,0,0,3,1,0,0,1,2,1,0,1,1,0,1,1,2,0,0,2,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,2,,,,,,,,,
-88.86657715,-84.99758148,-145.2028656,3,1,1,1,2,2,0,0,2,2,0,0,2,1,0,0,2,3,0,1,1,2,0,0,1,2,0,1,2,1,0,0,0,0,0,1,1,2,1,0,1,1,0,0,1,2,0,0,0,0,1,2,1,1,0,0,1,1,,,,,,,,,
63.16549683,-98.26249695,152.0471191,3,2,2,1,1,1,0,1,1,3,0,0,2,2,0,0,1,3,0,0,2,2,1,0,1,2,0,1,1,1,0,0,0,0,1,2,1,1,1,1,3,1,0,0,2,1,0,0,0,0,1,3,0,1,0,0,1,0,,,,,,,,,
-93.20256805,-95.18196106,-134.1392059,1,1,3,1,0,2,0,0,1,2,0,0,3,1,0,1,1,1,0,1,1,1,0,0,1,2,0,0,3,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,2,2,3,,,,,,,,,
29.71665955,50.88539124,199.0573425,3,1,1,1,1,2,0,0,1,2,0,0,2,1,0,0,2,2,1,0,1,2,0,0,1,1,0,0,3,0,0,0,0,0,1,2,1,1,1,0,1,0,1,1,2,1,3,1,2,1,1,1,0,0,0,0,0,0,,,,,,,,,
-77.54446411,-77.35923767,-193.9930725,3,1,2,1,1,1,0,0,1,2,0,0,3,1,0,0,1,2,0,1,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,1,3,1,1,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,
70.39854431,4.583694458,-187.339386,2,0,0,2,2,2,1,0,1,1,1,0,1,1,0,1,2,2,2,1,1,3,0,1,1,0,0,0,3,0,0,0,0,0,2,1,3,1,1,2,1,0,1,0,2,2,2,1,0,0,1,1,0,0,0,0,0,0,,,,,,,,,
33.98332214,-93.01053619,126.0717468,3,1,2,1,1,2,0,0,1,2,0,0,3,1,1,1,1,3,1,1,2,1,0,1,1,1,0,0,2,1,0,0,0,0,0,1,2,0,1,1,2,0,0,0,1,2,0,0,0,0,1,2,0,0,1,0,2,1,,,,,,,,,
69.76849365,-14.95717621,21.21102905,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,,,,,,,,
-53.5240593,-29.63536072,-136.3349609,2,1,3,1,0,2,0,0,1,2,0,0,3,1,0,1,1,1,1,2,2,1,0,0,1,2,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,3,1,1,2,1,1,1,1,,,,,,,,,
-87.75123596,4.197479248,33.71759033,2,1,3,1,1,3,0,0,1,2,0,0,3,1,0,0,2,1,1,2,1,2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,0,1,0,1,,,,,,,,,
31.94212341,-93.80600739,-164.6376495,2,2,3,1,1,2,0,0,1,2,0,1,2,1,0,0,1,2,0,0,2,1,1,0,1,4,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,3,0,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,
73.95910645,-87.47987366,73.30297852,2,0,2,2,1,3,0,0,1,2,0,0,1,1,1,1,3,1,2,1,1,2,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,1,2,1,1,1,1,0,1,1,1,1,0,0,,,,,,,,,
53.29777527,-58.54431534,175.6693726,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,3,0,0,1,2,0,0,2,1,0,0,0,0,2,4,2,1,3,2,4,2,0,0,1,2,0,0,0,0,2,3,0,0,0,0,4,2,,,,,,,,,
11.50198364,-83.33200836,129.7728882,1,1,2,1,1,3,0,0,1,1,0,0,2,2,0,0,1,2,0,1,1,2,0,0,1,1,0,0,3,2,0,0,0,0,0,0,2,1,0,1,1,0,0,0,2,3,0,0,0,0,2,1,0,1,0,0,1,0,,,,,,,,,
34.05860901,-83.15042114,-98.09324646,1,0,2,2,1,5,0,0,0,2,0,0,1,1,0,0,3,1,2,2,1,1,0,0,0,1,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,2,0,0,0,0,2,0,1,3,0,1,1,2,,,,,,,,,
46.67393494,9.086921692,-180.2228241,2,1,1,1,1,1,0,0,1,2,0,0,2,1,0,0,1,1,0,1,2,2,0,1,1,1,0,0,2,1,0,0,0,0,1,2,2,1,1,1,2,0,0,0,1,3,0,0,0,0,2,1,0,0,0,0,1,0,,,,,,,,,
72.5223999,-96.40800476,46.77157593,2,1,2,1,2,2,0,0,1,2,1,0,2,2,0,0,2,2,0,0,1,3,0,0,1,2,0,0,2,1,0,0,0,0,1,0,1,2,1,1,1,1,0,0,1,1,0,0,0,0,2,3,0,0,0,0,2,0,,,,,,,,,
-1.638542175,-83.93912506,52.09376526,3,1,1,1,2,1,1,0,1,2,0,0,2,1,0,0,2,2,1,0,1,3,0,0,1,1,0,0,1,0,0,0,0,0,1,2,3,1,1,1,2,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0,2,1,,,,,,,,,
-15.76690674,42.93226624,162.8127441,2,2,3,0,0,3,0,0,0,3,0,1,2,1,1,0,2,2,1,0,1,1,0,1,1,4,0,1,2,1,0,0,0,1,0,1,0,2,0,0,0,1,0,2,2,1,1,0,3,2,0,1,1,2,0,0,0,0,,,,,,,,,
78.65461731,-80.00805664,-174.8839417,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,1,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,
-78.00226593,-79.90994263,37.29867554,3,1,2,1,2,2,0,1,1,2,0,0,2,1,0,0,3,1,0,2,0,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,3,3,2,2,1,1,1,2,,,,,,,,,
-30.18146515,-51.57345963,191.6838379,3,2,4,1,1,3,0,0,1,3,0,0,3,1,0,1,2,2,2,1,2,2,0,0,1,4,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,3,1,1,1,0,1,,,,,,,,,
35.33483887,-39.81351852,-199.5752869,3,1,2,1,2,1,0,0,2,2,0,0,3,1,0,0,1,1,1,2,2,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,,
-78.79965973,-25.07849884,155.7835083,2,1,2,1,1,2,0,0,1,2,0,0,2,1,1,2,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,1,2,1,2,1,2,1,1,0,2,1,0,0,,,,,,,,,
83.05926514,-98.87049103,-12.83128357,2,1,3,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,2,1,1,1,1,1,0,0,1,2,0,0,0,0,1,2,0,0,0,0,2,2,,,,,,,,,
41.07344055,-2.153022766,-170.9758301,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,1,1,2,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,2,2,0,1,1,0,0,0,2,2,0,0,1,0,1,2,0,0,0,0,1,0,,,,,,,,,
-98.44878387,-35.00668335,166.4903259,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,1,2,1,1,2,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,3,2,1,1,1,1,1,1,,,,,,,,,
76.63684082,-95.44431305,83.4375,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,2,1,1,0,1,2,0,0,1,1,0,0,2,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,1,1,1,1,,,,,,,,,
22.6111145,-77.24041748,-124.26194,3,1,1,1,1,1,1,1,1,2,0,0,2,1,1,2,2,1,2,1,1,2,0,0,2,2,0,1,2,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,4,4,2,4,0,0,0,0,,,,,,,,,
-44.83426666,-87.92491913,-24.16131592,2,0,2,2,2,4,0,0,1,2,0,0,2,1,0,0,4,2,2,1,1,1,0,0,0,1,0,0,3,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,2,2,0,0,1,0,2,1,2,1,1,1,1,1,,,,,,,,,
43.05967712,9.366668701,-147.34021,2,1,2,1,0,2,0,0,1,2,0,1,2,0,0,0,1,2,0,0,1,1,1,0,1,3,0,0,2,1,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,4,1,1,2,0,0,0,0,1,1,,,,,,,,,
79.91960144,-27.4364624,-37.89524841,3,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,2,1,1,1,0,1,1,0,0,0,0,1,1,,,,,,,,,
64.97671509,-51.03530121,65.86758423,2,1,2,1,2,2,0,0,1,2,0,0,2,1,0,0,3,2,1,1,1,2,0,0,2,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,2,0,0,0,0,1,1,2,2,1,2,2,3,,,,,,,,,
