,,,b391,b392,b393,b394,b395,b396,b397,b398,b399,b400,b401,b402,b403,b404,b405,b406,b407,b408,b409,b410,b411,b412,b413,b414,b415,b416,b417,b418,b419,b420,b421,b422,b423,b424,b425,b426,b427,b428,b429,b430,b431,b432,b433,b434,b435,b436,b437,b438,b439,b440,b441,b442,b443,b444,b445,b446,b447,b448,,,,,,,,,b457
-64.39690399,-99.80220032,163.0629883,2,1,4,1,1,1,1,0,1,3,0,0,1,1,0,0,0,1,2,0,1,1,0,1,1,2,0,0,3,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,1,1,1,1,,,,,,,,,
48.7795105,-71.38580322,-78.31539154,2,1,1,1,1,3,0,0,1,2,0,0,2,1,0,0,1,2,0,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,3,0,0,0,0,3,3,1,2,1,0,1,1,,,,,,,,,
51.78944397,-53.41352844,-153.0039063,3,1,3,1,1,2,1,0,1,3,0,0,3,1,0,0,3,0,3,2,1,3,0,0,2,4,0,0,3,1,0,0,0,0,0,0,1,3,0,0,0,0,1,2,1,3,1,2,2,0,3,2,3,2,3,5,2,4,,,,,,,,,
37.03523254,94.00740051,111.4332275,2,1,1,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,1,,,,,,,,,
-55.4942627,-69.04058075,-153.2584534,2,1,3,1,1,2,0,0,2,3,1,0,3,1,0,0,2,1,1,1,2,3,0,0,1,3,0,0,3,0,0,1,1,0,0,0,2,3,1,0,0,0,1,2,2,2,1,3,1,0,3,2,2,1,3,5,2,3,,,,,,,,,
-6.506851196,-52.35572433,-196.4728851,2,1,3,1,1,2,0,0,2,2,0,0,3,1,0,0,3,2,1,4,1,3,0,0,1,2,0,0,2,1,0,0,0,0,0,1,2,2,1,0,1,0,1,2,2,1,2,1,2,1,3,2,6,1,5,7,4,5,,,,,,,,,
13.85681915,-78.39616394,17.30136108,2,2,2,1,1,2,0,0,1,2,0,0,2,1,1,1,4,0,3,4,1,3,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,1,2,2,1,2,1,2,1,3,0,5,4,3,3,0,0,,,,,,,,,
83.5473175,-99.47554779,-176.6335754,2,1,2,1,1,2,0,0,1,2,0,0,3,1,0,0,2,2,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,2,1,1,1,1,3,2,2,1,2,3,2,2,,,,,,,,,
71.62187195,-62.13718033,148.921051,2,1,3,1,1,2,0,0,1,2,0,0,2,1,1,1,1,1,1,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,1,1,1,0,1,0,,,,,,,,,
27.88090515,-76.17595673,-194.4490509,2,1,3,1,1,2,0,0,1,3,0,0,3,1,0,0,2,1,1,2,1,3,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,0,1,0,2,2,4,1,3,4,2,2,,,,,,,,,
-95.04376984,-94.05977631,-137.1095581,2,1,3,1,1,2,0,0,2,2,0,0,3,1,1,2,3,2,2,2,1,3,0,0,1,3,0,0,3,0,0,0,1,0,0,0,1,1,1,0,0,0,2,2,3,1,2,3,3,2,1,0,2,0,1,0,1,0,,,,,,,,,
-35.51715851,-83.38464355,-141.2714386,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,1,0,0,1,3,0,0,1,2,0,0,2,1,0,0,0,0,1,3,3,1,3,1,3,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,
-63.63566971,-95.97242737,185.4799194,2,1,3,1,1,2,0,0,1,2,0,0,3,2,0,2,2,1,3,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0,1,1,2,2,2,2,3,2,2,2,2,1,1,0,0,0,,,,,,,,,
7.907806396,47.90835571,173.9735718,2,1,3,1,2,1,0,1,1,2,0,0,2,1,0,1,1,1,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,2,0,0,0,0,1,2,0,1,0,0,2,1,,,,,,,,,
-91.35049438,-63.21942902,-175.9248199,2,1,1,2,2,3,0,0,1,1,0,0,1,1,0,0,1,2,0,0,2,2,0,0,1,1,0,0,3,1,0,0,0,0,2,2,3,1,2,1,3,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,1,1,,,,,,,,,
45.97192383,33.17770386,-16.72216797,2,2,2,1,0,1,0,0,1,3,0,0,2,1,0,0,2,1,0,1,1,3,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,2,1,1,1,1,0,1,1,2,1,0,2,1,2,1,1,1,1,0,1,1,,,,,,,,,
-90.16236877,29.66143799,-40.90124512,2,1,2,1,1,2,0,0,1,3,0,0,2,1,0,1,1,0,1,0,2,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,1,1,1,1,1,1,2,0,2,1,1,1,1,0,0,0,,,,,,,,,
-40.79878235,-74.42345428,-184.100235,3,1,2,1,1,1,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,2,0,0,1,2,0,0,2,2,0,0,0,0,1,1,2,1,1,1,3,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2,1,,,,,,,,,
-95.2724762,-97.91061401,140.4730225,3,1,3,1,1,2,0,0,1,2,0,0,2,1,0,0,2,1,0,0,1,4,0,0,1,4,0,0,2,1,0,0,0,0,1,3,3,1,3,1,1,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,,,
-28.99731445,-98.83691406,77.2928772,2,2,3,1,1,2,0,0,1,3,0,0,2,1,2,2,2,0,2,1,1,3,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,1,1,1,1,1,1,1,0,2,0,3,2,2,2,0,0,,,,,,,,,
-61.16862488,-97.82331085,-34.87672424,2,1,3,1,1,2,0,0,1,3,0,0,2,1,0,0,1,1,0,0,1,3,0,0,1,2,0,0,1,1,0,0,0,0,1,1,3,2,1,1,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,3,1,,,,,,,,,
43.51040649,-88.98670197,173.4745178,2,1,2,1,1,1,0,0,1,2,0,0,1,1,0,0,2,1,1,2,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,1,1,3,1,1,2,0,0,0,0,,,,,,,,,
-89.34342194,-7.458076477,177.8205566,2,1,3,1,1,1,0,1,1,3,0,0,2,1,1,1,3,1,3,3,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,2,3,2,1,3,2,4,2,1,1,1,1,0,0,0,0,,,,,,,,,
-64.3286438,95.29866028,-115.3448486,2,1,2,2,1,3,0,0,1,2,0,0,2,1,0,0,2,1,0,0,1,3,0,0,1,2,0,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,
-41.66288376,-69.95381927,0.947662354,1,2,2,1,1,3,0,0,1,2,0,0,1,1,0,0,1,1,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,2,2,0,1,0,0,0,1,1,1,0,0,1,0,2,1,0,1,0,1,0,1,,,,,,,,,
43.58230591,48.27507019,-158.5478973,2,1,2,1,1,3,0,0,1,2,0,0,3,1,0,1,1,2,1,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,1,1,1,0,1,2,0,0,0,0,1,1,,,,,,,,,
-59.84223938,-58.95860672,-173.5718994,2,1,2,1,1,2,0,0,1,2,0,0,3,1,0,0,1,1,0,0,1,2,0,0,1,4,0,0,2,1,0,0,0,0,0,2,2,2,2,1,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,,,,,,,,,
81.56195068,95.52255249,1.290313721,3,1,2,1,1,2,0,1,1,1,0,0,3,1,0,0,3,2,1,1,1,2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,2,1,1,1,2,1,1,0,1,1,1,3,,,,,,,,,
1.647880554,-97.24266052,-116.2637024,2,1,2,1,1,2,0,1,1,2,0,0,2,1,2,3,2,1,3,1,1,2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,2,0,0,0,0,,,,,,,,,
53.81497192,-21.3309021,38.54122925,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,3,1,2,4,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,2,2,1,2,1,2,1,4,2,3,4,1,2,,,,,,,,,
-93.22380066,-16.51487732,196.6670837,2,1,3,1,1,2,0,0,2,2,0,0,3,1,0,0,2,2,1,3,1,3,0,0,2,2,0,0,2,1,0,0,1,0,0,0,1,2,0,0,0,0,1,2,3,1,3,2,3,2,3,2,4,1,2,1,0,0,,,,,,,,,
-56.46079254,-94.11791229,-198.8728333,2,2,3,1,1,2,0,0,1,2,0,0,2,1,0,0,2,1,0,0,1,2,0,0,1,3,0,0,3,1,0,0,0,0,1,1,1,2,2,0,1,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,1,,,,,,,,,
9.572029114,-76.66905212,-79.82080078,2,1,1,1,1,2,0,1,1,2,0,0,2,1,1,1,1,1,1,0,1,3,0,0,1,2,0,0,2,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,2,2,0,1,0,0,1,1,0,1,0,0,0,1,,,,,,,,,
33.68487549,77.81803894,116.6207886,2,1,2,1,1,2,0,0,1,3,0,0,3,1,0,0,3,1,2,3,1,3,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,1,1,2,1,1,1,1,1,2,1,2,1,1,1,0,0,,,,,,,,,
55.67126465,-99.14450073,114.6437378,2,1,2,1,1,1,0,1,1,1,0,0,2,1,0,1,2,1,1,1,1,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,,
-0.68006134,-35.93088531,67.99139404,1,1,2,1,2,2,0,0,1,2,0,0,2,1,1,1,1,2,1,0,1,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,,,,,,,,,
35.52319336,-95.51785278,-84.29355621,2,1,3,1,1,2,0,0,1,2,0,0,3,1,0,0,3,1,1,2,1,3,0,0,1,4,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,,,,,,,,,
-90.49662781,30.87844849,-196.6273651,3,1,4,1,0,2,0,0,1,2,0,0,3,2,0,0,2,1,0,0,1,3,0,0,1,4,0,0,2,1,0,0,0,0,1,1,3,2,2,1,1,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,3,1,,,,,,,,,
-85.52949524,-84.07597351,-165.6845398,3,2,4,1,1,2,0,0,1,3,0,0,2,1,0,0,3,0,1,1,1,4,0,0,1,3,0,0,2,1,0,0,0,0,0,0,3,2,1,0,1,0,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,
47.73240662,-76.34081268,-64.6084137,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,2,1,1,1,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,
-38.11523819,38.78974915,153.3362732,3,1,2,1,0,2,0,0,1,2,0,0,3,1,0,0,2,2,0,1,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,3,0,0,0,0,1,2,1,0,0,1,3,2,,,,,,,,,
77.87059021,-92.00149536,-79.14280701,2,1,2,1,1,2,0,0,1,2,0,0,3,1,0,0,1,2,0,0,1,3,0,0,1,3,0,0,2,1,0,0,0,0,1,2,3,2,2,0,1,0,0,0,1,3,0,0,0,0,1,2,0,0,0,0,4,2,,,,,,,,,
69.43280029,-63.81982422,95.20544434,2,2,3,1,1,1,0,1,1,2,0,0,2,1,0,0,3,0,1,1,1,3,0,0,1,4,0,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,1,3,2,1,2,2,2,1,1,0,0,0,0,0,0,1,,,,,,,,,
-91.48667145,-60.66381454,198.2134705,2,1,2,1,1,2,0,0,1,2,0,0,2,1,1,0,3,1,1,2,1,3,0,0,2,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,2,3,3,1,4,2,3,2,2,1,3,1,2,1,0,0,,,,,,,,,
-60.69676208,-68.05596161,56.34094238,2,1,2,1,0,3,0,0,1,2,0,0,2,1,0,0,2,1,2,3,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,2,1,1,2,1,1,1,1,1,0,0,0,0,,,,,,,,,
-6.791915894,-90.20394897,67.20126343,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,2,1,1,1,2,1,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,1,,,,,,,,,
52.92895508,-44.77918243,158.4408875,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,1,1,2,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,3,2,1,2,1,2,1,0,0,2,2,0,0,0,0,1,2,0,0,0,0,2,1,,,,,,,,,
23.35816956,-83.00161743,-180.241394,2,2,2,1,1,2,0,0,1,3,0,0,3,1,0,0,3,1,1,3,1,4,0,0,1,3,1,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,2,1,2,2,1,0,1,1,1,1,2,3,0,0,0,0,,,,,,,,,
-76.71409607,-66.15740967,-25.81942749,3,1,3,1,1,1,0,0,1,2,0,0,2,1,0,1,2,1,0,0,1,2,0,0,1,2,0,0,2,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,
-53.02071381,-88.74194336,-196.0011444,2,1,3,1,1,1,0,0,1,2,0,0,2,1,0,0,2,2,0,0,1,2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,2,2,1,0,1,0,2,1,,,,,,,,,
-0.925216675,-63.58889771,30.38769531,2,1,2,1,1,2,0,0,1,3,0,0,2,1,0,0,1,1,1,2,1,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,1,2,1,1,2,1,1,0,2,3,2,,,,,,,,,
6.471214294,-45.96686935,112.362915,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,2,0,0,1,3,0,0,1,2,0,0,2,1,0,0,0,0,1,3,3,1,2,1,3,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,
9.153961182,3.797172546,-149.5068512,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,1,0,0,1,2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,2,2,1,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,
39.85713196,-89.43884277,52.06797791,2,1,3,1,1,2,0,0,1,3,0,0,3,1,0,0,1,2,0,0,1,3,0,0,1,2,0,0,2,1,0,0,0,0,1,2,3,1,3,1,2,1,0,0,1,2,0,0,0,0,1,2,0,0,0,0,2,1,,,,,,,,,
-92.64898682,-20.99331665,-160.8760376,2,1,3,1,1,2,0,0,1,4,0,0,3,2,0,0,1,2,1,0,1,3,0,0,1,2,1,0,2,0,0,0,0,0,1,2,2,1,3,2,1,1,1,1,1,2,0,1,1,0,1,3,0,0,1,1,2,1,,,,,,,,,
