,,,b295,b296,b297,b298,b299,b300,b301,b302,b303,b304,b305,b306,b307,b308,b309,b310,b311,b312,b313,b314,b315,b316,b317,b318,b319,b320,b321,b322,b323,b324,b325,b326,b327,b328,b329,b330,b331,b332,b333,b334,b335,b336,b337,b338,b339,b340,b341,b342,b343,b344,b345,b346,b347,b348,b349,b350,b351,b352,b353,b354,b355,b356,b357,b358,b359,b360,b361,b362,b363,b364,b365,b366,b367,b368,b369,b370,b371,b372,b373,b374,b375,b376,b377,b378,b379,b380,b381,b382,b383,b384,b385,b386,b387,b388,b389,b390
85.30044556,93.47663879,196.6089783,1,1,0,0,0,0,0,0,2,1,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2,2,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,0,0,2,1,5,2,5,2,2,4,1,2,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
-50.57461166,91.99942017,-99.14777374,2,1,0,0,0,1,0,0,1,1,2,1,2,2,2,1,3,2,2,1,0,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-59.43964005,85.06546021,25.54452515,1,2,0,0,1,1,0,0,2,1,2,1,0,0,2,2,0,0,0,0,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.649490356,-76.4477005,-139.7005615,1,1,0,0,0,0,0,0,1,1,1,3,1,1,2,1,1,0,1,0,0,0,1,2,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,1,1,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,3,1,1,1,0,1,0,1,0,1,3,1
-41.30944061,-45.07431412,-160.6447144,1,1,0,0,0,0,0,0,2,0,1,1,0,1,1,2,1,1,1,0,0,0,1,2,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
95.15888977,93.68829346,187.8987427,2,1,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,2,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
96.21922302,-7.888092041,113.0509033,1,2,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,2,3,1,2,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,1
95.01049805,95.59986877,-191.4499359,1,4,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,0,1,0,0,1,2,1,0,0,0,0,1,3,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,5,0,1,5,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
-22.69381714,39.43174744,-110.7904663,1,2,0,0,0,0,0,0,2,1,1,2,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,6,2,6,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
-3.843833923,34.13594055,-165.2321777,0,2,0,0,0,0,0,0,3,1,1,2,0,0,2,2,0,0,0,0,0,1,1,2,1,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,1,0,7,1,2,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.783782959,-18.13394928,-66.48899841,1,2,0,0,1,1,0,1,2,1,1,1,0,0,1,1,0,0,1,0,1,0,1,2,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,3,8,7,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
87.28416443,98.97291565,-151.3841248,1,2,0,0,0,0,0,0,2,1,0,2,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,7,2,2,8,0,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,3,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83.20872498,63.69874573,94.66665649,1,2,0,0,0,1,0,0,2,1,1,1,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.66351318,99.52876282,168.8218689,1,2,0,0,0,0,0,1,2,1,1,2,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,1,2,1,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,1,0,0,0,1,2,2,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
98.17022705,90.88693237,163.605835,1,4,0,0,1,1,0,0,3,0,1,1,0,0,1,4,0,0,0,0,1,1,3,2,1,0,1,0,2,3,1,1,0,1,0,0,0,0,0,0,2,1,3,1,1,2,4,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,4,2,1,3,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.822906494,87.94590759,179.8387451,1,3,0,0,0,0,0,0,2,1,1,2,0,0,2,3,0,0,0,0,1,0,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,2,1,0,4,2,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
-95.49443054,-99.95497131,-121.8662415,3,1,1,0,0,1,0,0,2,1,2,1,2,3,3,1,4,2,4,1,0,0,1,3,0,1,0,0,0,2,1,2,0,1,0,0,1,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,2,0,1,2,0,1,0,0,1,0,1,7,3,2,3,2,2,1,2,1,1,3,1
-82.62241364,56.82681274,-114.5689468,1,2,0,0,0,0,0,0,1,2,1,2,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,2,1,0,0,1,0,2,1,0,1,0,0,1,1,0,0,4,0,0,5,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.94490051,67.19058228,25.62237549,2,1,0,0,1,2,0,0,1,2,2,2,0,0,0,2,0,0,0,0,1,0,1,1,1,2,1,1,1,2,2,1,1,1,0,0,1,0,0,0,2,2,1,1,1,0,2,1,0,1,0,1,1,0,3,1,2,1,1,1,2,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-92.24102783,-90.9589386,149.561554,1,3,1,0,1,1,0,0,2,2,3,2,1,1,2,2,1,1,1,1,0,0,1,3,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,2,2,3,1,7,1,6,5,0,1,1,2,2,0,0,1,0,1,0,1,1,1,7,2
20.46189117,80.01239014,179.284729,1,2,0,0,1,1,0,0,2,0,1,1,0,0,1,4,0,0,0,0,1,1,2,2,2,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,3,1,1,2,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60.66760254,89.495224,-2.798049927,0,3,0,0,1,1,0,0,3,0,1,1,0,0,2,3,0,0,0,0,0,0,1,3,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-13.48855591,86.31414795,-137.4672241,1,3,0,0,0,0,0,1,2,2,2,2,2,3,2,0,3,1,3,2,0,0,0,2,0,0,0,0,2,3,1,1,1,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,1,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1
87.58232117,-2.549880981,-168.8066101,1,2,0,0,1,2,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
-87.36049652,-32.784729,-137.6424561,3,2,1,1,0,0,0,0,1,1,1,2,1,2,1,1,1,1,2,0,0,0,1,1,0,2,1,0,1,3,2,2,0,1,1,0,2,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,7,1,6,2,1,2,0,2,5,1,2,1,1,1,0,4,2,2,8,1
-34.18286133,37.08998108,113.2426453,0,2,0,0,0,0,1,0,2,0,1,2,0,1,1,4,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,3,3,2,6,3,7,0,1,1,1,3,1,1,1,1,1,2,1,0,0,1,0,0
-58.9485054,-59.00324631,156.2367859,1,2,1,1,0,1,1,0,2,1,1,2,0,0,1,6,0,0,0,0,1,0,1,2,1,1,1,0,1,2,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,6,1,1,1,1,1,1,1,1,7,3,7,0,1,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0
-53.88800049,-28.02550507,-177.700943,2,2,0,1,0,0,0,0,1,1,1,2,0,1,1,2,0,1,1,0,0,0,1,2,0,0,0,0,1,3,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,3,0,1,1,0,1,4,1,0,1,1,1,1,2,0,1,2,1
-72.30987549,54.17263794,126.0885925,1,3,0,1,0,0,0,0,2,1,2,1,0,0,2,2,0,0,0,0,0,0,1,3,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-43.61903,-19.31266785,110.391571,1,2,0,0,0,1,0,0,2,2,3,1,1,3,3,1,4,1,2,1,0,0,0,2,0,0,0,0,1,3,2,1,1,1,0,0,0,1,1,0,1,2,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,3,1,1,2,0,0,1,1,2,2,1,1,0,0,0,2,0,0,0,0,7,1,1,2,1,1,0,1,2,1,7,3
-46.92881012,23.72672272,193.7703247,2,2,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,0,1,0,1,1,3,1,2,2,2,1,0,3,1,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,2,1,0,5,1,1,4,1,1,1,0,1,0,0,2,0,1,0,0,1,1,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
62.37936401,43.81208801,-10.05241394,1,2,0,0,0,0,0,0,2,1,2,2,0,0,2,1,0,0,0,0,1,3,2,1,2,1,4,1,1,3,1,2,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,3,3,1,2,4,0,1,6,0,1,0,0,5,0,1,5,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-90.51760864,89.75920105,187.2461548,1,2,0,0,1,0,0,0,2,1,1,1,0,1,1,1,1,1,2,1,0,0,1,2,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
-90.00128174,76.38356018,173.6343994,2,1,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,2,1,3,3,2,1,2,0,0,1,0,0,0,2,2,1,1,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,0,0
-64.49260712,99.25508118,50.68101501,3,3,1,2,0,0,0,0,1,1,2,1,0,0,0,3,0,0,0,0,1,0,3,1,0,1,0,0,1,3,1,3,1,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,2,1,5,0,3,0,1,1,1,1,4,1,0,1,0,0,1,3,2,1,3,1
19.75417328,60.79275513,120.6549988,2,2,0,0,1,4,0,0,1,2,4,1,0,1,1,1,1,0,0,1,0,0,1,2,0,0,0,0,1,2,2,1,3,3,6,1,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-95.97027588,93.76971436,155.3356018,1,3,0,0,0,0,0,0,4,1,1,2,1,2,3,1,2,0,1,2,0,0,0,3,0,0,0,0,2,2,1,3,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,1,1,0,0,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,4,0,0,1,4,0,0,1,0,8,1,0,3,1,2,1,1,1,1,4,2
35.07000732,59.47906494,87.77444458,1,3,0,0,1,1,0,0,2,1,2,2,0,0,1,2,0,0,1,0,1,0,2,2,0,0,0,0,2,2,2,2,1,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,4,1,7,1,7,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
77.1587677,-46.80963135,-100.3671417,1,1,0,0,0,0,0,0,2,1,1,2,1,2,2,1,2,1,1,0,0,0,1,2,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,1,0,0,0,0,1,3,1,1,1,1,1,0,1,0,1,4,1
-82.79646301,-99.47624207,-141.7994385,1,1,0,0,1,1,0,0,3,1,1,1,1,2,2,1,2,0,2,1,0,0,0,2,0,0,0,0,1,2,2,1,1,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
30.93539429,-97.02021027,-140.5189819,1,1,0,1,2,4,0,0,2,1,1,1,0,1,2,2,1,0,1,0,0,0,1,2,1,0,0,0,1,2,2,1,1,2,2,1,1,0,0,0,1,1,2,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,1,0,0,1,0
-23.98540497,99.89645386,84.61022949,1,3,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,1,1,1,1,1
92.52748108,81.73522949,-195.8688202,1,3,0,0,0,0,0,2,2,3,2,3,0,0,1,1,0,1,1,2,1,0,1,1,0,1,0,1,2,2,0,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,4,3,0,7,2,3,5,2,3,2,2,0,0,0,0,0,0,0,0,2,1,2,1,1,0,2,0,1,1,1,0,5,1,0,1,1,1,2,2,1,0,1,1
41.87693787,67.92514038,-29.37211609,1,2,0,0,0,1,0,0,1,1,2,1,0,0,1,2,0,0,0,0,0,1,2,1,0,1,1,0,1,3,2,2,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-22.31752014,83.61637878,194.0659485,1,4,0,0,1,1,0,0,2,1,2,1,1,1,2,2,1,1,2,1,1,0,2,2,0,0,0,0,1,2,1,2,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,1,1,1,1,0,3,0,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2.666236877,92.96955872,70.00445557,1,2,0,0,2,4,0,0,1,1,3,1,1,1,1,2,1,0,1,0,0,0,1,2,0,0,0,0,1,3,4,1,4,2,7,2,1,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
-85.83486938,67.33308411,-23.28503418,0,2,0,0,0,0,0,0,3,1,0,2,0,1,1,3,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,2,6,1
13.40651703,86.43632507,-73.22783661,1,3,0,0,0,0,0,1,3,2,1,2,0,0,0,4,0,0,0,0,0,1,1,1,1,0,1,0,2,2,1,2,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,5,3,2,2,8,2,3,8,1,2,1,1,1,1,0,1,0,1,0,1,1,1,0,0,5,2,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-63.07102585,97.64651489,183.6854553,1,3,0,0,1,1,0,0,2,1,3,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,2,2,3,2,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,1,0,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67.89431763,-63.5083847,-150.7586365,1,1,0,0,1,2,0,0,3,2,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,2,1,2,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,6,0,1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,1,3,1
18.31246948,-2.502700806,-21.1930542,2,3,0,0,0,0,0,0,1,0,1,2,0,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-72.84827423,-83.95800781,102.6018677,1,2,0,0,0,1,0,0,3,1,1,2,0,1,2,1,0,0,1,1,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,3,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
88.58125305,-27.60294342,168.3132629,0,1,0,0,0,1,0,0,3,1,0,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
