,,,b295,b296,b297,b298,b299,b300,b301,b302,b303,b304,b305,b306,b307,b308,b309,b310,b311,b312,b313,b314,b315,b316,b317,b318,b319,b320,b321,b322,b323,b324,b325,b326,b327,b328,b329,b330,b331,b332,b333,b334,b335,b336,b337,b338,b339,b340,b341,b342,b343,b344,b345,b346,b347,b348,b349,b350,b351,b352,b353,b354,b355,b356,b357,b358,b359,b360,b361,b362,b363,b364,b365,b366,b367,b368,b369,b370,b371,b372,b373,b374,b375,b376,b377,b378,b379,b380,b381,b382,b383,b384,b385,b386,b387,b388,b389,b390
90.94291687,-80.91183472,-104.2764511,1,2,0,0,1,1,0,0,2,1,1,1,0,0,1,1,1,1,1,0,0,3,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.03263855,-27.13530731,-147.8331757,0,2,0,0,0,0,0,0,3,1,0,3,1,0,1,0,2,1,2,0,0,0,1,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,2,3,3,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,2
-89.14673615,65.69345093,-11.63183594,1,2,0,0,0,2,0,0,2,1,2,1,1,1,2,2,0,1,0,0,1,1,1,1,2,0,1,1,1,1,2,1,0,1,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,2,0,2,1,4,1,2,5,1,1,0,1,5,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.82691956,70.69960022,-178.2660675,1,2,0,0,1,1,0,0,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,1,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1
17.53804779,19.07017517,-95.73459625,0,2,0,0,0,0,0,0,2,1,1,2,0,0,1,2,0,0,0,0,1,2,2,1,2,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,1,2,1,1,0,1,2,0,0,3,0,0,0,0,1,0,0,0,6,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-74.20503235,-52.8253212,-70.67694092,1,2,0,0,0,1,0,0,3,1,1,2,1,1,1,2,1,0,0,0,0,0,1,3,0,0,0,0,1,2,1,2,1,1,6,0,1,1,1,2,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,2,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.50125885,-13.07866669,112.7097168,1,2,0,0,1,1,0,0,3,1,1,2,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,1,2,2,2,1,2,0,0,0,0,0,0,2,1,3,1,1,2,2,1,1,1,0,1,1,0,2,2,4,1,1,3,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-92.36908722,33.89875793,194.0709534,3,2,0,1,0,0,0,0,2,1,2,1,0,0,1,3,0,0,0,0,0,0,2,3,0,0,0,0,2,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,1,0,2,1,1,0,1,0,1,1,0
51.22428894,53.99237061,132.2582397,1,2,0,0,0,2,0,0,2,0,2,1,0,2,2,1,1,1,1,1,1,2,1,1,2,0,2,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,4,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.97839355,98.78482056,-98.89464569,1,2,0,0,1,1,0,0,3,1,1,2,1,1,3,1,1,1,2,1,0,0,1,4,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,1,0,0,0,0,0,5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
-40.94306183,98.89102173,37.0967865,1,2,0,0,0,1,0,0,2,1,1,1,2,4,2,2,1,1,1,2,0,0,0,2,0,0,0,0,2,1,1,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,4,1,1,6,1
-34.02236176,99.60011292,-69.25260925,3,2,0,1,1,1,0,0,2,1,1,2,2,2,3,1,3,1,4,2,0,0,1,3,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,1,0,1,0,0,5,2,1,3,2,2,0,2,1,1,3,2
16.98086548,73.13687134,19.03450012,1,2,0,0,0,0,0,0,2,1,1,2,0,1,1,1,1,0,1,0,0,1,2,2,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,0,0,3,0,0,1,1,0,1,1,0,0,1,1
-89.26812744,88.17562866,147.0034485,1,2,0,0,0,0,0,0,2,1,2,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-61.11144257,87.86373901,127.6624756,1,2,0,0,0,0,0,0,2,1,1,2,1,1,2,1,1,1,1,0,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,1,0,5,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,1,1,1,1,1
-74.16781616,-52.47666931,-178.0299225,2,2,1,0,0,1,0,0,2,1,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,2,1,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.78991699,-13.68635559,1.565933228,1,2,0,0,1,2,0,0,2,1,2,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,2,2,1,0,1,2,1,0,0,0,0,0,1,0,2,1,0,2,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,3,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.58291626,72.85292053,-181.8410492,1,2,0,0,0,0,0,0,2,1,1,2,0,0,1,1,0,0,1,0,0,2,2,1,1,1,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72.02511597,99.60697937,146.8046265,1,2,0,0,1,1,0,1,3,2,1,2,2,4,3,1,3,2,4,2,0,0,1,4,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,3,0,0,0,1,0,4,0,0,0,0,4,2,0,1,1,2,0,2,0,1,1,3
8.236465454,-41.65167999,73.32910156,1,2,0,0,0,1,0,0,2,1,3,2,0,1,1,1,1,1,0,0,1,3,2,1,3,1,3,1,1,2,2,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,1,0,4,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.83451843,35.93453979,148.9963379,1,2,0,0,1,0,0,0,3,1,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,2,2,0,1,2,2,2,1,2,0,0,0,0,0,0,3,1,1,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,1,1,0,1,1,1
-26.8532486,-78.4538269,-94.25862122,1,2,0,0,0,0,0,0,2,1,2,2,0,1,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.57458496,99.93202209,52.69335938,1,2,0,0,0,1,0,0,1,1,2,1,0,1,2,1,0,1,0,1,0,1,1,2,0,0,0,0,1,2,2,1,1,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,0
67.16557312,-63.57866669,120.8538818,1,2,0,0,0,1,0,0,3,1,1,2,0,0,1,2,1,0,0,0,1,0,2,3,1,1,0,1,2,1,1,2,0,1,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0,1,0,1,1,1,3,1,3,2,1,3,1,1,1,1,2,1,1,3,0,1,0,1,0,1,0,0,5,1,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68.75726318,87.34228516,45.61598206,0,2,0,0,0,0,0,0,2,1,1,2,0,0,2,1,0,0,0,0,0,1,1,2,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,5,1,1,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-41.29499817,-99.78273773,127.6776428,1,2,0,0,0,0,0,0,4,1,1,3,0,0,1,3,0,0,0,0,0,0,2,5,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,7,2,6,3,2,2,1,2,1,1,0,0,0,0,1,0,0,0,0,1
-94.66837311,-44.93584061,161.0021667,0,2,0,0,0,0,0,0,2,1,1,1,0,1,1,2,0,0,0,0,1,2,1,0,3,1,3,1,1,1,1,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.50221252,-12.93508148,-15.63534546,1,2,0,0,1,1,0,0,2,1,1,2,1,2,1,1,2,1,2,1,0,0,0,2,0,0,0,0,1,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,0,1,5,1
97.80189514,99.63632202,41.45046997,1,2,0,0,0,2,0,0,2,0,2,1,0,1,2,2,0,1,0,1,0,1,1,1,1,0,2,1,2,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
94.35079956,98.45692444,-139.9264526,1,2,0,0,0,0,0,0,2,1,1,2,0,0,1,1,0,0,0,0,0,1,2,2,1,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
79.50778198,-5.955871582,193.0636292,1,2,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,2,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,9,1,1,3,2,2,1,1,1,2,8,1
-71.74577332,70.35362244,177.5713501,1,2,0,2,0,0,0,0,2,1,2,2,0,0,1,3,0,0,0,0,1,0,2,2,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,2,2,2,3,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-74.60649872,-7.029266357,-139.2977142,1,2,0,0,0,0,0,0,2,1,1,2,0,0,2,1,0,0,0,0,1,3,2,1,2,1,2,1,1,2,1,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,4,3,1,7,2,2,8,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,2,1
39.10932922,36.097229,94.79168701,1,2,0,0,0,0,0,0,2,1,1,3,0,0,1,2,0,0,0,0,1,0,1,2,0,1,0,0,1,2,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,7,2,2,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.81903076,-31.93441772,-140.9361877,1,2,0,0,0,0,0,0,2,1,1,1,0,1,1,2,0,0,0,0,1,2,2,1,1,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,8,3,3,8,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-6.824829102,-48.84669876,-85.93762207,1,2,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97.62483215,66.48957825,-129.8947754,1,2,0,0,0,0,0,0,2,1,2,2,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,1,2,2,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,6,2,2,6,1,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18.41931152,99.50630188,189.5810242,1,2,0,0,0,0,0,1,2,1,2,3,1,2,3,2,2,1,1,1,0,0,1,4,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0
-95.18092346,32.79269409,-15.31019592,2,1,1,1,1,5,1,0,1,1,4,1,1,3,4,1,4,2,2,1,0,0,2,2,0,0,1,0,0,2,2,1,2,1,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-96.36417389,-55.84125519,-41.24189758,1,2,0,0,0,0,0,0,2,1,1,1,0,1,1,3,0,0,0,0,0,0,1,2,0,0,0,0,3,2,3,3,0,1,0,0,0,1,0,0,4,3,1,0,1,1,0,0,1,0,1,1,2,1,0,1,1,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,6,1,2,1,1,4,1,5,1,3,5,1
-98.0386734,-98.96135712,31.22970581,1,2,0,0,0,0,0,0,3,1,1,2,0,0,1,2,0,0,0,0,0,0,1,4,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,1,0,1,1,1,1,0,2,2,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,7,3,7,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
-95.61406708,98.57006836,8.516815186,2,2,0,0,0,0,0,0,2,1,0,2,0,0,1,2,1,0,1,0,0,0,1,2,0,1,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,3,2,2,1,6,2,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-80.44197083,-94.12851715,-144.9391327,1,2,0,0,0,0,0,0,2,1,1,1,0,0,1,2,0,0,0,0,1,2,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-16.40280151,41.89630127,-148.905014,1,2,0,0,0,1,0,0,3,1,0,2,0,0,1,2,0,0,0,0,1,2,2,1,2,1,2,1,0,1,2,3,0,0,0,0,0,0,0,0,4,3,2,1,1,1,0,1,1,0,1,0,2,3,4,3,5,1,1,5,1,1,0,1,3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,3,1
70.47796631,89.38650513,110.2490234,1,2,0,0,0,0,0,0,2,1,2,1,1,3,2,3,0,1,0,1,0,1,1,3,0,0,2,1,2,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,1,3,7,2,2,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.33602905,5.345329285,-152.913208,1,2,0,0,0,0,0,0,2,1,1,3,0,0,1,2,0,0,0,0,0,0,2,3,0,0,0,0,1,3,1,2,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,8,2,2,7,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-61.93325043,87.56451416,186.2380066,2,2,0,0,1,1,0,0,2,2,2,1,0,0,1,2,0,0,1,1,1,1,2,2,1,2,1,1,2,3,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,6,3,2,6,1,3,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
-87.06344604,-94.85340118,-81.02972412,1,2,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,1,0,5,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
-2.098396301,99.37872314,187.2342529,1,2,0,0,0,0,0,0,2,1,2,2,1,2,2,1,1,1,1,1,0,0,1,2,0,0,0,0,2,2,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,1,1,0,0,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62.8631134,90.16235352,-165.1797333,1,2,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,1,1,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
89.14851379,85.83570862,14.37908936,0,2,0,0,1,0,0,1,4,1,1,2,2,2,1,1,2,1,1,0,0,0,0,4,0,0,0,0,2,2,2,4,1,2,0,0,0,0,0,1,3,1,1,0,0,1,4,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,2,0,1,2,2
-82.88193512,-45.34904861,166.3379517,1,2,0,0,1,1,0,0,2,1,2,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,1,0,6,1
-64.54098511,52.34687805,-159.1637573,1,2,0,0,0,0,0,0,2,1,1,2,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,6,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
