,,,b295,b296,b297,b298,b299,b300,b301,b302,b303,b304,b305,b306,b307,b308,b309,b310,b311,b312,b313,b314,b315,b316,b317,b318,b319,b320,b321,b322,b323,b324,b325,b326,b327,b328,b329,b330,b331,b332,b333,b334,b335,b336,b337,b338,b339,b340,b341,b342,b343,b344,b345,b346,b347,b348,b349,b350,b351,b352,b353,b354,b355,b356,b357,b358,b359,b360,b361,b362,b363,b364,b365,b366,b367,b368,b369,b370,b371,b372,b373,b374,b375,b376,b377,b378,b379,b380,b381,b382,b383,b384,b385,b386,b387,b388,b389,b390
11.74317932,-81.02210236,-183.5386658,1,3,0,0,0,0,0,0,2,1,1,4,0,0,1,2,0,0,1,0,0,0,1,2,1,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,4,1,0,1,0,0,0,0,0,0,3,1
-63.59993362,6.35509491,191.0441895,1,2,0,0,0,1,0,0,2,1,1,2,0,0,1,2,0,0,0,0,1,2,2,1,2,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,3,3,1,1,1,2,0,0,0,0,0,0,3,2,2,1,3,1,1,2,1,0,1,1,4,2,1,3,0,2,1,2,1,0,1,0,3,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97.65757751,-22.0199585,-122.9728088,1,2,0,0,1,2,0,0,2,2,3,1,0,0,2,3,0,0,0,0,0,0,1,3,0,1,1,0,1,2,1,1,1,1,6,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.87915039,-77.80552673,-54.95324707,1,2,0,0,0,0,0,0,2,1,1,2,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
-80.16424561,86.7374115,-108.3629608,1,2,0,0,0,0,0,0,2,1,1,1,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,3,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,2,2,5,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.94355774,61.72418213,113.5012207,1,2,0,0,0,0,0,0,2,1,2,2,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,0,1,2,2,3,0,0,3,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,2,2,5,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
81.84205627,91.36827087,-87.01829529,1,2,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-43.09772873,-21.50539398,-119.6928253,1,1,0,0,0,0,0,0,2,1,1,2,0,1,1,2,1,0,1,1,0,2,2,1,2,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90.2427063,99.16520691,188.78302,1,3,0,0,0,0,0,0,2,1,1,2,0,1,2,1,1,0,1,0,0,0,1,2,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.46897888,62.55361938,190.4997864,1,2,0,0,0,0,0,0,2,1,2,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,0,2,1,1,2,1,1,1,1,1,0,0,1,1,1,0,1,1,0,2,3,0,0,0,0,0,0,0,0,8,2,2,1,1,2,2,2,1,3,3,2
97.67216492,97.82881165,-141.7621307,1,2,1,1,0,1,0,0,2,1,1,1,0,1,2,1,1,0,1,1,0,0,1,2,0,0,0,0,1,3,2,2,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.688743591,-54.3617897,161.3421936,1,2,0,0,0,1,0,0,2,1,2,1,0,0,1,2,0,0,0,0,1,1,2,1,1,1,0,0,1,2,2,1,1,1,2,1,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.97773743,64.95256042,166.3516541,1,2,0,0,0,1,0,0,1,1,1,2,0,0,1,1,0,0,0,1,1,1,2,1,1,1,1,0,1,2,1,3,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,2,1,2,0,5,1,1,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.429016113,99.16525269,-154.8566895,1,2,0,0,0,0,0,0,2,1,1,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,2,2,6,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-49.61348343,94.08023071,198.3370667,1,2,0,0,0,0,0,0,2,1,1,1,1,1,2,1,1,1,1,0,0,0,1,2,1,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,1,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-99.71990204,90.19898987,-79.71242523,2,3,0,0,0,0,0,0,2,2,1,3,0,0,1,2,0,0,1,0,0,0,1,3,0,0,0,0,1,3,1,2,0,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,2,1,1,1,0,1,1,0,1,1,3,1
92.63407898,80.25335693,-143.5389862,1,2,1,0,0,0,0,0,2,1,1,2,2,4,3,1,4,3,4,2,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,7,2,1,2,1,3,1,3,1,2,8,2
-61.48680878,-13.87358856,-55.72373962,1,2,0,0,1,0,0,0,2,0,2,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,1,1,3,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,2,1,4,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
82.18052673,-90.38402557,-43.34515381,1,2,0,0,0,1,0,0,1,1,1,2,0,1,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.2080307,-2.485816956,167.3600769,1,2,0,0,0,1,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,0,1,2,2,3,0,1,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.590168,78.4757843,187.5794983,1,2,0,0,0,0,0,0,3,1,2,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-6.108154297,-62.1379776,-34.74287415,1,2,0,0,0,0,0,0,2,1,1,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,3,1,1,2,0,1,3,1,0,0,0,2,0,1,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,4,0
86.56155396,90.74606323,29.97322083,0,2,0,0,1,1,0,0,3,1,1,0,0,1,1,3,0,0,0,0,1,1,1,1,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,2,1,3,1,0,0,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99.2220459,65.85736084,-181.9954681,1,3,0,0,0,0,0,0,2,2,1,2,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,2,2,1,1,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0
-88.26514435,97.53620911,-80.74262238,1,2,0,0,1,2,0,0,2,1,2,1,1,2,1,1,1,1,2,1,0,0,1,2,0,0,0,0,2,2,2,1,2,2,3,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.13615417,-96.49679565,-67.26393127,1,2,0,0,1,1,0,0,2,1,1,1,0,0,2,3,0,0,1,0,0,0,1,2,0,0,0,0,0,3,3,2,1,1,2,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
-50.6702652,46.97311401,-62.3611145,1,1,0,0,1,1,0,0,1,1,2,2,3,4,2,0,4,3,4,2,0,0,1,3,0,0,0,0,1,3,1,1,1,0,2,1,1,1,1,1,0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.83409119,61.23500061,-124.4657974,1,2,0,0,0,0,0,0,2,1,1,3,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,1,0,0,2,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,1,3,1
47.20075989,92.34259033,39.96611023,1,1,0,0,2,3,0,0,2,1,3,1,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,2,2,5,1,1,1,0,2,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14.25987244,-10.92053986,16.77618408,1,2,1,1,2,1,0,0,2,0,1,1,0,0,1,2,0,1,0,0,0,0,1,2,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,3,0
-65.22420502,96.80848694,-24.17304993,1,2,0,0,1,1,0,0,3,1,1,1,1,1,2,2,1,1,1,1,0,0,0,2,0,0,0,0,1,2,1,1,1,0,8,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,3,0,1,1,0,1,1,1,0,5,1,1,1,1,1,1,1,0,1,1,1
-84.58242798,30.84484863,155.1640625,1,2,0,0,0,0,0,0,2,1,1,2,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
89.79534912,50.55355835,142.2119751,2,2,1,0,0,0,0,1,1,2,1,5,1,2,3,1,2,1,1,1,0,0,3,3,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,3,2,0,1,1,1,1,1,0,0,0,0,0,1,0,0,2,0
-36.34415817,94.63716125,112.4497375,1,2,0,0,1,2,0,0,2,1,2,1,0,0,1,3,0,0,0,1,2,1,2,1,2,1,2,2,1,1,2,2,0,2,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,1,2,0,2,2,4,2,1,3,0,2,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-69.02885437,-35.98868561,-123.5740051,1,2,0,0,0,0,0,0,2,1,1,2,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,1,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-24.34172058,38.74777222,170.3573608,2,1,0,0,1,1,0,0,2,1,2,2,1,1,2,1,2,1,3,1,0,0,1,2,0,0,0,0,0,3,2,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.87870026,62.72518921,-167.5533142,1,2,0,0,0,0,0,0,2,1,1,2,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,2,1,0,2,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,2,1
-84.79748535,-15.46893311,194.5945435,1,1,0,0,0,0,0,0,2,1,1,1,0,1,1,1,1,0,1,0,0,2,2,1,1,1,1,0,1,3,2,2,1,0,0,0,0,0,0,0,3,3,0,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,4,1,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-80.61309814,-4.143791199,144.7722778,1,2,0,1,0,1,0,0,2,1,1,1,0,1,1,2,1,1,1,1,0,0,1,1,0,0,1,0,1,2,1,2,1,1,0,0,0,0,0,0,3,3,1,1,0,1,1,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,5,1,1,5,0,1,1,1,2,1,0,1,2,1,2,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0
-89.34540558,26.25204468,160.7822266,1,2,1,2,0,0,0,0,3,1,1,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1,3,2,2,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,3,2,0,2,5,1,0,0,1,4,1,1,1,1,1,1,0,0,1,1,0
-29.69997406,-87.30151367,-140.5239258,1,2,0,1,1,1,0,0,2,2,1,1,0,0,2,4,0,0,0,0,0,0,1,3,0,0,0,0,1,2,2,2,1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,4,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-17.63846588,56.6832428,98.99789429,1,2,1,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
55.86273193,92.99707031,-178.0348969,1,1,0,0,0,1,0,0,2,0,2,1,1,1,1,1,1,0,3,0,0,0,1,1,0,0,0,0,0,3,2,1,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-92.39727783,92.81332397,91.71575928,1,2,0,0,1,0,0,0,2,1,1,2,1,1,1,1,1,0,1,0,0,0,1,3,0,0,0,0,2,2,0,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,5,2,5,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
-25.62445068,80.53800964,62.1585083,2,3,0,0,0,0,0,0,3,1,1,2,1,2,2,2,2,2,2,2,0,0,1,3,0,0,0,0,2,2,1,3,0,0,1,0,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,2,3,3,2,1,2,1,0,1,0,1,9,2,2,3,2,2,2,3,2,2,7,1
-16.82608032,81.91236877,-18.24404907,2,3,0,0,0,1,0,0,3,1,2,2,1,1,2,2,2,0,3,1,0,0,1,2,0,0,0,0,1,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,3,1,1,0,0,2,0,0,1,1,2,0,1,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65.20350647,19.53826141,-126.2602844,1,2,0,0,0,0,0,0,3,1,1,2,0,0,1,2,0,0,0,0,1,1,1,1,1,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-49.59058762,98.41714478,105.7159424,1,2,0,0,0,0,0,0,3,1,1,1,0,1,1,3,0,0,0,0,1,1,2,1,2,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,4,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.96417236,-58.38871002,-194.9786835,1,2,0,0,0,1,0,0,2,1,1,1,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,2,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
